,Balance,CreditScore,Age,Tenure,EstimatedSalary,DaysLastTransaction,Geography,Gender,MembershipType,HasCrCard,Exited,Clusters
7301,107787.47,652.0,23.0,1.0,116378.82,8.0,Netherlands,Male,Savings,False,False,4
7302,99325.04,571.0,34.0,1.0,186052.15,22.0,Italy,Male,Savings,False,False,4
7303,0.0,652.0,37.0,9.0,100101.06,63.0,France,Female,Savings,False,False,5
7304,123764.95,717.0,48.0,7.0,169952.82,26.0,Netherlands,Male,Savings,True,False,0
7305,128264.03,642.0,39.0,8.0,61792.76,64.0,Netherlands,Female,Savings,True,True,1
7306,57068.43,492.0,38.0,8.0,188974.81,72.0,Netherlands,Female,FullAccess,True,False,1
7307,103607.24,760.0,29.0,5.0,86334.64,3.0,Italy,Male,FullAccess,True,False,6
7308,99004.24,500.0,40.0,1.0,152845.99,0.0,Netherlands,Male,Savings,True,False,0
7309,0.0,654.0,36.0,5.0,146652.11,17.0,Spain,Female,FullAccess,True,False,2
7310,147386.72,606.0,25.0,3.0,45482.04,51.0,Spain,Female,OnlineBank,True,True,2
7311,93608.28,367.0,42.0,6.0,168816.73,75.0,Netherlands,Male,Savings,True,True,0
7312,119496.87,434.0,71.0,9.0,125848.88,29.0,Netherlands,Male,Savings,True,False,0
7313,0.0,719.0,37.0,7.0,76264.27,29.0,Spain,Female,Savings,False,False,5
7314,0.0,641.0,37.0,2.0,3939.87,70.0,Netherlands,Female,FullAccess,True,False,1
7315,0.0,461.0,25.0,6.0,15306.29,29.0,Netherlands,Female,FullAccess,True,False,1
7316,152885.77,790.0,37.0,5.0,58214.79,87.0,Germany,Female,Savings,True,False,2
7317,99607.37,588.0,31.0,5.0,100000.325,21.0,Netherlands,Male,FullAccess,True,False,0
7318,137003.68,621.0,27.0,4.0,21254.06,46.0,Netherlands,Male,Savings,True,False,0
7319,122831.58,768.0,48.0,3.0,24533.89,29.0,Netherlands,Male,Savings,True,True,0
7320,99811.44,681.0,38.0,2.0,23531.5,39.0,Netherlands,Male,FullAccess,True,False,0
7321,154712.58,606.0,37.0,8.0,89099.18,56.0,Spain,Male,FullAccess,True,False,6
7322,147687.24,713.0,24.0,7.0,121592.5,0.0,Italy,Female,Savings,True,False,2
7323,0.0,597.0,33.0,5.0,4700.66,9.0,Netherlands,Female,FullAccess,True,False,1
7324,179356.28,496.0,44.0,0.0,2919.21,39.0,Netherlands,Female,FullAccess,True,True,1
7325,0.0,759.0,31.0,8.0,99086.74,27.0,Spain,Male,FullAccess,True,False,6
7326,127320.36,757.0,31.0,1.0,163170.32,45.0,Italy,Male,OnlineBank,True,False,6
7327,125175.58,564.0,31.0,0.0,72757.33,23.0,Spain,Male,Savings,True,False,6
7328,148556.74,702.0,40.0,5.0,100000.325,2.0,Netherlands,Male,Savings,True,False,0
7329,0.0,678.0,40.0,8.0,167673.37,73.0,Germany,Male,Savings,False,False,4
7330,127476.73,707.0,46.0,7.0,146011.55,22.0,Netherlands,Female,FullAccess,True,False,1
7331,0.0,610.0,27.0,5.0,103381.47,20.0,France,Female,Savings,False,False,5
7332,112419.92,744.0,42.0,5.0,83022.92,20.0,France,Male,Savings,True,False,3
7333,129991.76,598.0,28.0,8.0,46041.08,16.0,France,Male,FullAccess,False,False,4
7334,0.0,562.0,37.0,5.0,182843.24,28.0,Netherlands,Male,Savings,False,False,4
7335,0.0,621.0,59.0,2.0,171364.18,29.0,Netherlands,Male,FullAccess,True,False,0
7336,0.0,659.0,50.0,3.0,183399.12,88.0,Netherlands,Female,Savings,True,True,1
7337,89175.06,722.0,40.0,6.0,152883.95,18.0,Italy,Female,FullAccess,False,False,5
7338,0.0,606.0,39.0,3.0,50560.45,51.0,France,Female,FullAccess,True,True,2
7339,162390.52,603.0,39.0,5.0,54702.66,59.0,Spain,Female,FullAccess,True,False,2
7340,190353.08,506.0,59.0,3.0,78365.75,45.0,Italy,Female,Savings,True,False,2
7341,0.0,715.0,21.0,8.0,68666.63,37.0,France,Male,FullAccess,True,False,3
7342,0.0,690.0,47.0,2.0,151375.73,76.0,Netherlands,Male,FullAccess,True,False,0
7343,139180.97,644.0,40.0,10.0,19959.67,20.0,Italy,Female,Savings,True,False,2
7344,0.0,589.0,36.0,8.0,26955.72,82.0,France,Male,Savings,True,False,3
7345,149950.19,592.0,66.0,5.0,76267.59,16.0,Netherlands,Female,Savings,True,False,1
7346,126115.6,632.0,42.0,4.0,100998.5,35.0,Netherlands,Male,Savings,True,False,0
7347,111396.97,577.0,59.0,7.0,191070.01,29.0,Italy,Female,Savings,False,False,5
7348,115007.08,588.0,30.0,3.0,176858.5,35.0,Netherlands,Male,Savings,False,False,4
7349,102141.9,617.0,54.0,6.0,45325.26,20.0,Netherlands,Male,Savings,True,False,0
7350,0.0,668.0,36.0,3.0,190958.48,79.0,Netherlands,Female,Savings,True,True,1
7351,120879.73,810.0,32.0,9.0,78896.59,22.0,Netherlands,Male,FullAccess,False,False,4
7352,0.0,767.0,47.0,5.0,121964.46,60.0,Spain,Male,Savings,True,True,6
7353,82321.88,718.0,49.0,10.0,11144.4,23.0,Netherlands,Female,Savings,False,False,5
7354,0.0,589.0,27.0,4.0,144181.48,54.0,Spain,Female,FullAccess,True,False,2
7355,116474.28,778.0,37.0,5.0,32757.55,10.0,Netherlands,Male,FullAccess,True,False,0
7356,132352.69,724.0,34.0,3.0,80320.3,77.0,Netherlands,Female,Savings,True,False,1
7357,0.0,580.0,34.0,6.0,160095.31,0.0,Netherlands,Male,FullAccess,True,False,0
7358,0.0,566.0,63.0,2.0,52198.84,17.0,Spain,Male,FullAccess,True,False,6
7359,130181.47,711.0,29.0,3.0,31811.44,40.0,France,Female,FullAccess,True,False,2
7360,88348.43,706.0,32.0,5.0,104181.78,17.0,Netherlands,Male,FullAccess,True,False,0
7361,0.0,703.0,37.0,6.0,67667.19,5.0,Spain,Male,FullAccess,True,False,6
7362,146186.28,679.0,39.0,2.0,193974.47,26.0,Germany,Male,FullAccess,True,False,6
7363,0.0,603.0,37.0,7.0,198055.94,52.0,Italy,Male,Savings,True,True,6
7364,104488.17,598.0,37.0,0.0,43249.67,15.0,Spain,Male,Savings,False,False,4
7365,109196.67,836.0,32.0,4.0,55218.02,89.0,Netherlands,Female,FullAccess,True,False,1
7366,80538.56,687.0,61.0,7.0,131305.37,57.0,France,Female,Savings,True,True,2
7367,109026.8,704.0,41.0,4.0,43117.1,17.0,Germany,Male,FullAccess,True,False,6
7368,0.0,516.0,37.0,9.0,33266.29,1.0,Netherlands,Female,FullAccess,False,False,5
7369,177822.03,557.0,42.0,6.0,150944.31,82.0,France,Male,Savings,True,True,3
7370,110939.3,652.0,37.0,4.0,100000.325,57.0,Germany,Male,Savings,True,True,6
7371,165413.43,604.0,25.0,7.0,35279.74,9.0,Netherlands,Male,Savings,True,False,0
7372,77805.66,483.0,27.0,1.0,2101.89,4.0,Netherlands,Male,Savings,True,False,0
7373,0.0,702.0,50.0,3.0,94949.84,43.0,France,Male,FullAccess,False,False,4
7374,175575.95,670.0,57.0,3.0,99061.75,66.0,Italy,Female,Savings,True,True,2
7375,0.0,804.0,38.0,3.0,74692.06,45.0,Netherlands,Female,Savings,True,False,1
7376,0.0,850.0,30.0,3.0,116692.8,48.0,Netherlands,Female,FullAccess,True,False,1
7377,0.0,554.0,39.0,10.0,32824.15,44.0,Netherlands,Female,Savings,True,False,1
7378,70258.88,652.0,37.0,7.0,100000.325,69.0,Netherlands,Female,FullAccess,True,False,1
7379,162657.64,652.0,32.0,4.0,115525.13,18.0,Germany,Male,FullAccess,True,False,6
7380,132217.45,787.0,43.0,0.0,20955.03,61.0,Germany,Male,Savings,True,True,6
7381,148042.97,582.0,37.0,9.0,52341.15,82.0,Netherlands,Male,FullAccess,True,False,0
7382,92855.02,633.0,33.0,4.0,100000.325,6.0,Spain,Female,Savings,True,False,2
7383,100252.18,564.0,37.0,9.0,146033.52,1.0,Italy,Male,Savings,True,False,6
7384,107592.89,602.0,37.0,3.0,153122.73,24.0,Netherlands,Male,FullAccess,False,False,4
7385,0.0,679.0,37.0,7.0,163757.29,19.0,Netherlands,Female,FullAccess,True,False,1
7386,149940.04,639.0,34.0,7.0,156648.81,44.0,Spain,Male,FullAccess,False,False,4
7387,121438.58,790.0,50.0,8.0,176471.78,1.0,Netherlands,Male,Savings,True,True,0
7388,0.0,565.0,37.0,9.0,5388.3,76.0,France,Male,FullAccess,True,False,3
7389,0.0,478.0,50.0,2.0,93332.64,16.0,France,Female,Savings,False,True,5
7390,148874.01,825.0,29.0,3.0,71192.82,3.0,France,Male,FullAccess,False,False,4
7391,68138.37,528.0,32.0,0.0,170309.19,29.0,Netherlands,Female,Savings,True,False,1
7392,110080.3,577.0,35.0,5.0,109794.31,17.0,Netherlands,Male,Savings,True,False,0
7393,0.0,663.0,24.0,7.0,166310.82,22.0,Netherlands,Male,FullAccess,True,False,0
7394,117412.35,633.0,37.0,6.0,30338.94,64.0,Germany,Male,Savings,False,False,4
7395,0.0,586.0,38.0,6.0,37935.83,12.0,France,Female,FullAccess,True,False,2
7396,0.0,652.0,35.0,9.0,25329.48,88.0,France,Female,FullAccess,False,False,5
7397,35549.81,629.0,37.0,5.0,49676.33,57.0,Netherlands,Female,FullAccess,False,False,5
7398,136492.92,750.0,36.0,7.0,26500.29,3.0,France,Male,Savings,True,True,3
7399,139532.34,575.0,40.0,1.0,181294.39,75.0,Netherlands,Male,Savings,True,False,0
7400,178713.98,652.0,58.0,1.0,21768.21,18.0,Netherlands,Male,Savings,True,False,0
7401,0.0,571.0,40.0,5.0,72849.29,29.0,Italy,Male,FullAccess,False,False,4
7402,89086.31,652.0,41.0,1.0,24499.97,50.0,Italy,Male,Savings,True,False,6
7403,0.0,640.0,30.0,5.0,141446.01,16.0,Netherlands,Female,Savings,False,False,5
7404,0.0,670.0,38.0,7.0,77864.41,12.0,France,Male,FullAccess,True,False,3
7405,0.0,737.0,37.0,4.0,115115.32,87.0,Netherlands,Male,FullAccess,True,False,0
7406,0.0,555.0,32.0,10.0,168605.96,11.0,Italy,Male,Savings,False,False,4
7407,0.0,742.0,33.0,6.0,100000.325,67.0,France,Male,Savings,False,False,4
7408,140306.38,652.0,40.0,0.0,100000.325,44.0,Netherlands,Female,Savings,True,True,1
7409,0.0,652.0,35.0,1.0,3701.63,61.0,Netherlands,Female,FullAccess,True,False,1
7410,0.0,654.0,38.0,8.0,100000.325,52.0,France,Male,FullAccess,True,False,3
7411,74483.97,787.0,42.0,2.0,44273.91,20.0,Netherlands,Female,FullAccess,False,False,5
7412,0.0,611.0,53.0,7.0,156495.39,16.0,Netherlands,Female,FullAccess,False,True,5
7413,0.0,559.0,34.0,0.0,100000.325,40.0,Netherlands,Male,Savings,True,False,0
7414,0.0,481.0,37.0,8.0,175082.2,23.0,France,Male,FullAccess,True,False,3
7415,0.0,753.0,32.0,5.0,148811.14,29.0,Netherlands,Male,Savings,True,False,0
7416,0.0,675.0,32.0,1.0,85901.09,76.0,Netherlands,Male,OnlineBank,True,False,0
7417,0.0,652.0,31.0,1.0,199255.32,32.0,Netherlands,Female,Savings,True,False,1
7418,116886.59,652.0,46.0,5.0,107973.44,37.0,Spain,Female,Savings,False,False,5
7419,142188.2,580.0,32.0,9.0,128028.6,13.0,Netherlands,Male,FullAccess,False,False,4
7420,149961.99,624.0,40.0,3.0,104610.86,80.0,Germany,Male,FullAccess,True,False,6
7421,0.0,709.0,36.0,8.0,69676.55,29.0,France,Female,FullAccess,True,False,2
7422,0.0,605.0,34.0,2.0,35982.42,76.0,Netherlands,Female,Savings,False,False,5
7423,28649.64,567.0,40.0,8.0,100000.325,14.0,Netherlands,Male,Savings,True,False,0
7424,81025.6,747.0,21.0,4.0,167682.57,80.0,Italy,Female,FullAccess,True,False,2
7425,0.0,664.0,57.0,1.0,56562.57,2.0,Netherlands,Male,FullAccess,True,False,0
7426,152462.79,711.0,39.0,3.0,90305.97,29.0,France,Female,Savings,True,False,2
7427,0.0,609.0,25.0,10.0,109895.16,21.0,France,Male,Savings,False,False,4
7428,155519.59,632.0,28.0,7.0,1843.24,81.0,Spain,Male,Savings,True,False,6
7429,118851.05,652.0,36.0,5.0,102747.02,13.0,France,Female,Savings,True,False,2
7430,0.0,850.0,34.0,9.0,97465.89,55.0,Netherlands,Female,FullAccess,True,False,1
7431,0.0,682.0,40.0,4.0,105352.55,28.0,Italy,Male,Savings,False,False,4
7432,147904.31,652.0,38.0,1.0,69370.05,16.0,Spain,Male,Savings,True,False,6
7433,0.0,783.0,41.0,5.0,100000.325,84.0,Italy,Female,Savings,True,False,2
7434,90696.78,766.0,28.0,4.0,21597.2,3.0,Italy,Female,Savings,False,False,5
7435,175509.8,704.0,36.0,2.0,152039.67,29.0,Spain,Male,FullAccess,True,False,6
7436,0.0,722.0,40.0,6.0,111893.09,24.0,France,Male,FullAccess,True,False,3
7437,0.0,692.0,34.0,7.0,195074.62,51.0,Netherlands,Female,FullAccess,True,False,1
7438,114321.28,584.0,35.0,2.0,15959.01,50.0,France,Female,Savings,False,False,5
7439,95560.04,644.0,51.0,4.0,72628.84,66.0,Germany,Male,Savings,False,True,4
7440,88379.81,598.0,50.0,5.0,64157.24,10.0,Germany,Female,OnlineBank,False,True,5
7441,85915.52,733.0,48.0,7.0,23860.5,29.0,Netherlands,Male,Savings,True,False,0
7442,72309.3,615.0,58.0,5.0,85687.09,23.0,Netherlands,Male,Savings,True,True,0
7443,0.0,521.0,43.0,8.0,93180.09,20.0,Netherlands,Male,Savings,True,False,0
7444,0.0,675.0,69.0,1.0,157097.09,29.0,Netherlands,Male,FullAccess,True,False,0
7445,0.0,746.0,58.0,3.0,80344.96,13.0,France,Male,OnlineBank,True,True,3
7446,0.0,770.0,33.0,4.0,26080.54,44.0,France,Male,Savings,True,True,3
7447,133844.22,618.0,30.0,3.0,31406.93,26.0,France,Male,Savings,True,False,3
7448,154872.08,652.0,36.0,7.0,32044.64,11.0,France,Male,FullAccess,True,False,3
7449,0.0,749.0,27.0,5.0,132734.87,40.0,Italy,Female,FullAccess,True,False,2
7450,116121.67,702.0,43.0,6.0,61602.42,35.0,Spain,Male,Savings,True,False,6
7451,107104.5,555.0,42.0,6.0,41304.44,29.0,Italy,Male,Savings,True,True,6
7452,71026.77,587.0,47.0,6.0,57962.41,47.0,Netherlands,Male,Savings,True,False,0
7453,0.0,639.0,38.0,3.0,42862.82,81.0,Netherlands,Male,Savings,True,False,0
7454,0.0,643.0,37.0,4.0,152992.04,3.0,France,Male,FullAccess,True,False,3
7455,0.0,600.0,41.0,5.0,91193.65,2.0,France,Female,Savings,True,False,2
7456,0.0,651.0,53.0,5.0,130132.41,12.0,Netherlands,Male,FullAccess,True,False,0
7457,0.0,666.0,27.0,4.0,88751.45,78.0,France,Female,FullAccess,False,False,5
7458,145644.05,520.0,39.0,6.0,104118.93,65.0,Netherlands,Female,Savings,False,False,5
7459,129667.77,650.0,50.0,7.0,42028.16,84.0,Netherlands,Female,Savings,False,False,5
7460,109341.87,564.0,33.0,3.0,75632.78,29.0,Germany,Male,Savings,True,False,6
7461,0.0,586.0,64.0,5.0,53710.23,29.0,France,Male,FullAccess,True,False,3
7462,0.0,617.0,35.0,5.0,13066.3,22.0,Italy,Female,FullAccess,False,False,5
7463,0.0,654.0,55.0,3.0,3299.01,8.0,France,Male,Savings,True,False,3
7464,0.0,605.0,27.0,9.0,198091.81,60.0,France,Male,FullAccess,True,False,3
7465,0.0,491.0,37.0,0.0,103934.12,22.0,Netherlands,Male,Savings,True,False,0
7466,0.0,707.0,35.0,9.0,70403.65,23.0,France,Female,FullAccess,True,False,2
7467,146679.77,638.0,34.0,5.0,102179.86,62.0,Italy,Male,Savings,True,False,6
7468,112499.42,683.0,43.0,2.0,30375.18,45.0,France,Male,FullAccess,True,False,3
7469,0.0,815.0,38.0,2.0,184796.84,66.0,Spain,Female,Savings,True,False,2
7470,68079.8,645.0,38.0,1.0,166264.89,9.0,Spain,Male,Savings,False,False,4
7471,0.0,645.0,37.0,4.0,88391.97,0.0,Netherlands,Male,Savings,False,False,4
7472,66190.33,683.0,30.0,4.0,115186.97,7.0,Netherlands,Male,Savings,True,False,0
7473,0.0,647.0,35.0,4.0,83910.4,55.0,France,Male,Savings,True,False,3
7474,122325.58,786.0,33.0,0.0,100000.325,73.0,Germany,Female,Savings,True,True,2
7475,0.0,534.0,41.0,9.0,13871.34,60.0,Italy,Male,FullAccess,True,False,6
7476,138912.17,602.0,42.0,1.0,139494.75,8.0,Spain,Female,Savings,True,False,2
7477,0.0,695.0,42.0,0.0,140724.64,4.0,Netherlands,Female,Savings,False,False,5
7478,128524.19,553.0,25.0,7.0,20682.46,29.0,Italy,Female,FullAccess,True,False,2
7479,0.0,516.0,31.0,5.0,124202.26,72.0,Netherlands,Female,FullAccess,True,False,1
7480,0.0,655.0,34.0,3.0,159638.77,29.0,France,Male,FullAccess,True,False,3
7481,132934.89,652.0,49.0,9.0,171056.65,64.0,Germany,Female,Savings,True,True,2
7482,150805.17,520.0,43.0,3.0,25333.03,16.0,Germany,Male,OnlineBank,False,True,4
7483,0.0,568.0,46.0,3.0,100000.325,18.0,Spain,Female,FullAccess,True,False,2
7484,0.0,652.0,32.0,9.0,38533.79,13.0,Spain,Male,OnlineBank,False,False,4
7485,0.0,807.0,28.0,7.0,156122.13,55.0,Netherlands,Female,OnlineBank,True,True,1
7486,124495.98,642.0,36.0,2.0,57904.22,14.0,Germany,Female,OnlineBank,True,True,2
7487,141559.5,703.0,39.0,1.0,31257.1,13.0,Italy,Male,Savings,True,True,6
7488,114756.14,556.0,38.0,2.0,193214.05,62.0,Italy,Male,Savings,True,False,6
7489,0.0,652.0,30.0,6.0,137757.69,4.0,France,Female,FullAccess,True,False,2
7490,155393.98,587.0,49.0,7.0,13308.2,71.0,Germany,Female,FullAccess,True,True,2
7491,0.0,524.0,32.0,6.0,132861.9,24.0,Spain,Female,Savings,True,True,2
7492,128663.81,556.0,31.0,1.0,125083.29,69.0,Italy,Female,FullAccess,True,False,2
7493,113522.64,652.0,44.0,4.0,12405.2,16.0,Netherlands,Male,Savings,True,False,0
7494,0.0,731.0,26.0,3.0,100000.325,87.0,Italy,Female,Savings,True,False,2
7495,0.0,651.0,34.0,3.0,105599.65,29.0,France,Male,FullAccess,True,False,3
7496,79035.95,675.0,40.0,8.0,142783.98,48.0,Spain,Female,Savings,True,True,2
7497,0.0,657.0,22.0,6.0,168412.07,21.0,Italy,Female,OnlineBank,False,True,5
7498,0.0,690.0,37.0,9.0,100000.325,61.0,France,Male,FullAccess,False,False,4
7499,0.0,567.0,36.0,7.0,3896.08,10.0,Italy,Male,FullAccess,False,False,4
7500,120043.13,557.0,57.0,1.0,132370.75,46.0,Germany,Male,Savings,True,True,6
7501,125191.69,446.0,45.0,10.0,100000.325,1.0,Spain,Female,Savings,True,True,2
7502,96399.31,850.0,31.0,1.0,106534.15,80.0,France,Male,Savings,True,False,3
7503,0.0,637.0,41.0,5.0,102515.42,10.0,France,Male,FullAccess,False,False,4
7504,76961.6,499.0,60.0,7.0,83643.87,23.0,Italy,Male,FullAccess,True,False,6
7505,0.0,622.0,34.0,7.0,138906.85,50.0,Germany,Female,Savings,True,True,2
7506,121394.42,612.0,32.0,3.0,164081.42,63.0,Netherlands,Male,Savings,True,False,0
7507,0.0,813.0,29.0,5.0,187976.88,64.0,Netherlands,Female,Savings,False,True,5
7508,112755.34,850.0,44.0,2.0,100000.325,59.0,Germany,Male,Savings,False,False,4
7509,0.0,795.0,37.0,5.0,155711.64,35.0,Spain,Male,FullAccess,False,False,4
7510,0.0,628.0,55.0,7.0,85890.75,66.0,Spain,Male,OnlineBank,True,True,6
7511,72647.64,601.0,37.0,3.0,41777.9,32.0,Netherlands,Male,Savings,True,True,0
7512,0.0,802.0,40.0,4.0,81908.09,17.0,Italy,Male,FullAccess,True,False,6
7513,96340.81,652.0,37.0,6.0,139377.24,14.0,Netherlands,Female,FullAccess,True,True,1
7514,0.0,434.0,55.0,6.0,73562.05,10.0,Netherlands,Male,Savings,False,True,4
7515,124450.36,522.0,32.0,8.0,165786.1,6.0,Germany,Male,FullAccess,True,False,6
7516,113877.23,550.0,36.0,5.0,174921.91,76.0,Netherlands,Male,FullAccess,True,False,0
7517,0.0,599.0,25.0,3.0,100000.325,29.0,Spain,Male,FullAccess,True,False,6
7518,148667.81,493.0,36.0,5.0,56092.51,89.0,France,Female,FullAccess,True,False,2
7519,0.0,755.0,34.0,3.0,158816.03,7.0,Netherlands,Male,Savings,True,False,0
7520,111065.93,605.0,62.0,4.0,125660.99,30.0,France,Female,FullAccess,True,False,2
7521,0.0,708.0,41.0,0.0,128400.62,79.0,France,Male,Savings,True,False,3
7522,0.0,652.0,44.0,8.0,107181.22,68.0,Italy,Male,Savings,True,False,6
7523,0.0,763.0,53.0,4.0,77203.72,59.0,Netherlands,Female,Savings,True,True,1
7524,0.0,652.0,25.0,6.0,129740.11,33.0,Italy,Male,FullAccess,True,False,6
7525,90044.32,660.0,48.0,0.0,100000.325,12.0,Netherlands,Female,FullAccess,False,True,5
7526,84651.79,652.0,38.0,10.0,184754.26,30.0,Netherlands,Male,Savings,True,False,0
7527,102128.27,652.0,32.0,3.0,63981.37,29.0,Netherlands,Male,Savings,True,True,0
7528,148846.39,769.0,60.0,9.0,192831.67,79.0,Netherlands,Male,Savings,True,True,0
7529,154953.94,692.0,69.0,10.0,70849.47,21.0,France,Male,Savings,True,False,3
7530,108883.29,652.0,30.0,0.0,27914.95,90.0,France,Female,Savings,True,False,2
7531,112070.86,607.0,48.0,4.0,173568.3,85.0,Netherlands,Female,OnlineBank,True,True,1
7532,131354.39,630.0,29.0,6.0,9324.31,30.0,Germany,Male,Savings,False,True,4
7533,0.0,767.0,45.0,7.0,26628.88,80.0,Germany,Female,FullAccess,True,True,2
7534,0.0,543.0,37.0,8.0,145601.8,29.0,France,Female,FullAccess,False,False,5
7535,125211.55,776.0,39.0,8.0,144496.07,44.0,France,Male,FullAccess,True,False,3
7536,0.0,535.0,58.0,1.0,11779.98,12.0,Italy,Male,FullAccess,True,True,6
7537,139422.37,549.0,36.0,6.0,83983.39,88.0,Netherlands,Male,Savings,False,True,4
7538,157099.47,586.0,47.0,5.0,65481.86,29.0,Italy,Female,FullAccess,True,False,2
7539,0.0,583.0,40.0,3.0,47728.0,82.0,France,Male,FullAccess,True,False,3
7540,83600.24,701.0,26.0,5.0,100000.325,21.0,Italy,Male,Savings,False,False,4
7541,0.0,726.0,28.0,2.0,98060.51,44.0,France,Male,Savings,False,False,4
7542,81795.74,829.0,36.0,4.0,90106.94,56.0,Germany,Male,FullAccess,True,False,6
7543,129378.32,749.0,38.0,9.0,13549.34,20.0,Spain,Male,Savings,True,False,6
7544,0.0,743.0,46.0,9.0,100000.325,69.0,France,Female,Savings,True,False,2
7545,0.0,652.0,56.0,7.0,42442.21,15.0,Spain,Female,Savings,True,False,2
7546,99339.0,699.0,22.0,5.0,68297.61,65.0,Netherlands,Male,Savings,True,True,0
7547,0.0,749.0,36.0,7.0,80134.65,59.0,Spain,Male,FullAccess,False,False,4
7548,74430.1,600.0,29.0,5.0,96051.1,11.0,Germany,Female,FullAccess,True,False,2
7549,91241.85,760.0,38.0,3.0,80682.35,29.0,Italy,Male,Savings,False,False,4
7550,99092.45,528.0,32.0,2.0,111149.98,30.0,Netherlands,Male,Savings,False,False,4
7551,0.0,630.0,26.0,5.0,182612.38,35.0,France,Male,FullAccess,True,False,3
7552,100062.16,683.0,39.0,2.0,109201.43,75.0,Germany,Female,FullAccess,True,False,2
7553,98723.67,677.0,26.0,6.0,151146.67,29.0,Italy,Female,Savings,False,False,5
7554,0.0,669.0,29.0,9.0,93901.61,12.0,Spain,Male,Savings,True,False,6
7555,128760.32,693.0,43.0,6.0,36342.79,29.0,France,Male,Savings,True,False,3
7556,144772.69,612.0,52.0,5.0,98302.57,66.0,Italy,Female,Savings,False,True,5
7557,0.0,719.0,44.0,4.0,84972.9,65.0,Spain,Male,Savings,False,True,4
7558,71281.29,702.0,26.0,5.0,108747.12,23.0,France,Male,Savings,True,True,3
7559,117035.89,755.0,37.0,9.0,100000.325,19.0,Netherlands,Male,Savings,True,False,0
7560,0.0,514.0,26.0,1.0,121551.93,38.0,France,Male,Savings,False,False,4
7561,3768.69,753.0,40.0,0.0,177065.24,29.0,Italy,Female,FullAccess,True,True,2
7562,108913.84,548.0,37.0,2.0,100000.325,19.0,Netherlands,Female,FullAccess,True,False,1
7563,0.0,850.0,28.0,2.0,35337.31,19.0,Netherlands,Male,Savings,True,False,0
7564,110615.47,652.0,37.0,7.0,193502.93,4.0,France,Female,Savings,True,False,2
7565,121797.09,479.0,47.0,5.0,5811.9,7.0,France,Male,Savings,False,True,4
7566,122403.24,512.0,41.0,7.0,100000.325,0.0,Netherlands,Male,Savings,False,True,4
7567,145860.98,638.0,37.0,3.0,142763.51,30.0,Netherlands,Female,Savings,True,True,1
7568,0.0,834.0,40.0,7.0,100000.325,29.0,Italy,Male,FullAccess,False,False,4
7569,0.0,781.0,29.0,9.0,172097.4,64.0,Netherlands,Male,FullAccess,True,False,0
7570,105086.74,707.0,48.0,7.0,180344.69,0.0,Germany,Female,Savings,True,True,2
7571,0.0,624.0,23.0,5.0,132418.59,34.0,Italy,Female,FullAccess,False,False,5
7572,0.0,598.0,34.0,4.0,60894.26,86.0,Netherlands,Female,FullAccess,False,False,5
7573,132725.1,619.0,23.0,5.0,100000.325,27.0,Germany,Male,Savings,True,False,6
7574,0.0,792.0,70.0,3.0,172240.27,1.0,Netherlands,Female,FullAccess,True,False,1
7575,0.0,683.0,26.0,7.0,100000.325,69.0,Netherlands,Female,FullAccess,True,False,1
7576,0.0,691.0,33.0,6.0,164074.89,41.0,France,Female,FullAccess,True,False,2
7577,84557.82,765.0,33.0,5.0,69039.43,6.0,Netherlands,Male,Savings,True,False,0
7578,0.0,637.0,33.0,9.0,65316.5,19.0,Netherlands,Female,Savings,False,False,5
7579,140406.68,667.0,37.0,5.0,57164.19,20.0,Netherlands,Female,FullAccess,False,False,5
7580,105229.34,575.0,22.0,8.0,34397.08,29.0,Spain,Male,Savings,True,False,6
7581,0.0,744.0,46.0,1.0,177431.59,12.0,Spain,Female,Savings,True,True,2
7582,137891.35,567.0,41.0,9.0,142009.46,68.0,France,Female,Savings,True,True,2
7583,0.0,502.0,35.0,6.0,80618.47,14.0,France,Female,FullAccess,True,False,2
7584,0.0,609.0,37.0,6.0,124218.27,4.0,France,Female,FullAccess,True,False,2
7585,0.0,541.0,32.0,8.0,40889.14,72.0,France,Male,FullAccess,False,False,4
7586,0.0,850.0,71.0,4.0,107236.87,13.0,Netherlands,Female,FullAccess,True,False,1
7587,0.0,625.0,44.0,7.0,4791.8,85.0,Italy,Female,Savings,True,False,2
7588,118962.58,817.0,59.0,1.0,120819.58,15.0,Netherlands,Male,Savings,True,False,0
7589,0.0,526.0,49.0,2.0,100000.325,74.0,Spain,Male,Savings,True,True,6
7590,71379.53,850.0,34.0,4.0,154000.99,20.0,Netherlands,Female,FullAccess,True,False,1
7591,171178.25,598.0,40.0,2.0,137980.58,29.0,France,Male,Savings,True,True,3
7592,0.0,613.0,36.0,9.0,83343.73,85.0,Netherlands,Male,Savings,False,False,4
7593,0.0,652.0,62.0,3.0,82195.15,3.0,Italy,Male,FullAccess,True,False,6
7594,87099.85,652.0,27.0,5.0,149550.95,60.0,Netherlands,Female,FullAccess,True,False,1
7595,183135.39,720.0,71.0,5.0,197688.5,29.0,Netherlands,Male,FullAccess,True,False,0
7596,0.0,662.0,26.0,0.0,72929.96,30.0,Netherlands,Male,FullAccess,True,False,0
7597,0.0,525.0,51.0,10.0,171045.35,45.0,Italy,Male,OnlineBank,True,True,6
